,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"log_lik[14,1,1]",-0.610206,0.00594805,0.191223,0.21008,-0.934631,-0.598183,-0.313539,1096.86,1783.9,1.00011
"log_lik[14,1,2]",-0.869899,0.00666014,0.220674,0.220301,-1.28825,-0.842347,-0.5561,1220.95,2089.62,1.00505
"log_lik[14,1,3]",-0.480881,0.0052778,0.177672,0.186575,-0.797347,-0.465606,-0.217686,1201.62,1918.53,1.00002
"log_lik[14,1,4]",-0.748934,0.00584355,0.193839,0.235022,-1.04593,-0.743954,-0.439244,1122.33,2211.5,1.00067
"log_lik[14,1,5]",-1.80693,0.00824038,0.310675,0.312458,-2.35644,-1.77657,-1.35986,1384.73,2516.19,1.00031
"log_lik[14,1,6]",-0.436646,0.00441028,0.169918,0.172413,-0.737908,-0.421979,-0.182185,1586.68,2437.04,0.999937
"log_lik[14,1,7]",-0.375391,0.0051055,0.178489,0.185255,-0.692911,-0.350741,-0.127869,1267.21,2565.66,1.00008
"log_lik[14,1,8]",-0.829053,0.00623016,0.212657,0.244922,-1.16737,-0.825771,-0.48968,1206.13,1892.4,0.999876
"log_lik[14,1,9]",-0.697671,0.00622303,0.203958,0.23487,-1.0332,-0.692096,-0.372627,1092.16,1953.03,1.00003
"log_lik[14,1,10]",-0.575131,0.00511125,0.153814,0.17458,-0.818491,-0.57113,-0.333181,935.876,1995.79,1.00323
"log_lik[14,1,11]",-0.520654,0.00574005,0.166633,0.18376,-0.80323,-0.500826,-0.278239,932.039,1787.73,1.0022
"log_lik[14,1,12]",-0.711464,0.00546375,0.182504,0.202084,-1.01843,-0.709755,-0.416188,1131.42,2166.66,1.00023
"log_lik[14,1,13]",-1.60943,0.0142937,0.466295,0.480904,-2.38698,-1.59206,-0.872109,1089.12,2435.61,1.0029
"log_lik[14,1,14]",-1.04166,0.0106459,0.322173,0.341636,-1.60345,-1.00926,-0.585576,954.906,2492.22,1.00404
"log_lik[14,1,15]",-0.601059,0.006716,0.255663,0.232881,-1.11104,-0.544833,-0.27869,1512.72,2514.79,1.00281
"log_lik[14,1,16]",-1.44333,0.0114658,0.43161,0.46054,-2.1456,-1.44134,-0.759389,1462.25,2236.25,1.00228
"log_lik[14,1,17]",-1.74595,0.0112244,0.349854,0.349471,-2.3792,-1.70863,-1.23534,875.861,1934.6,1.00379
"log_lik[14,1,18]",-0.366935,0.00465939,0.165337,0.170004,-0.666717,-0.3444,-0.136847,1334.12,2470.4,1.00003
"log_lik[14,1,19]",-1.60711,0.00840446,0.285075,0.294163,-2.10868,-1.58173,-1.20095,1025.39,1897.91,1.00321
"log_lik[14,1,20]",-0.373506,0.00492428,0.17671,0.185733,-0.690835,-0.350395,-0.11912,1353.08,2492.29,1.0
"log_lik[14,1,21]",-1.56324,0.00757245,0.26426,0.276349,-2.03238,-1.53934,-1.19283,1068.97,2110.83,1.00291
"log_lik[14,1,22]",-0.633164,0.00594602,0.242695,0.263755,-1.05407,-0.627301,-0.251831,1706.83,2344.89,1.00044
"log_lik[14,1,23]",-1.80474,0.00698911,0.300738,0.292487,-2.33978,-1.77714,-1.36257,1747.31,2193.58,0.999347
"log_lik[14,1,24]",-0.825418,0.00978926,0.321895,0.344074,-1.41698,-0.779946,-0.364971,1210.56,1951.86,1.00471
"log_lik[14,1,25]",-1.30909,0.00684753,0.317868,0.324052,-1.84064,-1.29846,-0.810357,2161.54,3602.95,0.999854
"log_lik[14,1,26]",-0.44067,0.00486838,0.191433,0.196313,-0.794506,-0.421268,-0.163111,1657.86,2583.88,0.999937
"log_lik[14,1,27]",-0.353329,0.00567717,0.19461,0.198164,-0.721482,-0.317823,-0.0999603,1221.11,2569.57,1.00041
"log_lik[14,1,28]",-0.31991,0.00556368,0.189267,0.187569,-0.688062,-0.280435,-0.0834626,1161.69,2586.84,1.00048
"log_lik[14,1,29]",-0.299357,0.00520946,0.181313,0.17528,-0.653978,-0.26085,-0.0762398,1169.63,2500.09,1.0005
"log_lik[14,1,30]",-1.55543,0.00970482,0.30749,0.31715,-2.11708,-1.51702,-1.13453,903.709,2034.94,1.00133
"log_lik[14,2,1]",-0.851892,0.000522513,0.0334738,0.0336068,-0.910308,-0.849795,-0.801421,4203.96,3707.28,0.999612
"log_lik[14,2,2]",-1.60978,0.00211499,0.138016,0.138423,-1.85132,-1.5989,-1.40234,4218.59,3686.34,0.999688
"log_lik[14,2,3]",-1.09922,8.90408e-05,0.00464629,1.4826e-05,-1.0999,-1.09862,-1.09861,1060.41,1218.63,1.0028
"log_lik[14,2,4]",-0.307373,0.0016737,0.11271,0.111203,-0.510535,-0.294363,-0.146482,4746.94,3472.78,0.999639
"log_lik[14,2,5]",-0.942047,0.000824363,0.0399073,0.0366973,-1.01181,-0.939692,-0.880651,2538.56,2180.91,1.00003
"log_lik[14,2,6]",-0.280514,0.0015861,0.104313,0.100969,-0.471478,-0.266932,-0.134933,4549.23,3550.27,0.999742
"log_lik[14,2,7]",-1.20718,0.000618446,0.0334496,0.0311494,-1.26172,-1.20777,-1.15066,3016.88,2512.49,1.00011
"log_lik[14,2,8]",-0.273398,0.00154735,0.100976,0.097048,-0.458432,-0.260126,-0.13241,4461.25,3506.33,0.999734
"log_lik[14,2,9]",-1.21323,0.000649873,0.0369738,0.0344704,-1.27306,-1.21325,-1.15182,3301.4,2669.64,1.00005
"log_lik[14,2,10]",-0.270264,0.00153067,0.0995971,0.0951585,-0.452074,-0.257186,-0.130278,4423.92,3444.18,0.99965
"log_lik[14,2,11]",-0.163845,0.00123551,0.0750323,0.0686866,-0.304183,-0.151419,-0.0671942,3908.41,3259.95,0.999546
"log_lik[14,2,12]",-1.32727,0.00145369,0.0974103,0.0959539,-1.4936,-1.32445,-1.1719,4334.99,2665.68,1.00007
"log_lik[14,2,13]",-1.04994,0.000557647,0.0268698,0.0197112,-1.09739,-1.04466,-1.0185,2184.4,3098.47,1.00085
"log_lik[14,2,14]",-0.936834,0.00122197,0.0643146,0.0528391,-1.05205,-0.928038,-0.850727,2959.47,2929.84,0.999942
"log_lik[14,2,15]",-0.252117,0.00162277,0.105592,0.100156,-0.453148,-0.235908,-0.113705,4494.88,3778.19,0.999491
"log_lik[14,2,16]",-0.14436,0.00129792,0.0755033,0.066038,-0.285756,-0.129012,-0.0519054,3916.68,3483.71,0.999715
"log_lik[14,2,17]",-0.113676,0.0011888,0.0643717,0.0544243,-0.237,-0.0998643,-0.0360626,3447.06,3046.02,1.00008
"log_lik[14,2,18]",-0.101949,0.00110282,0.0602423,0.0508666,-0.217894,-0.0886013,-0.0299375,3347.96,2991.8,0.999722
"log_lik[14,2,19]",-0.0965767,0.00105124,0.0584404,0.0487797,-0.20988,-0.0833984,-0.0273176,3391.38,2991.23,0.999665
"log_lik[14,2,20]",-0.0937465,0.00101749,0.0574749,0.0486183,-0.203946,-0.0809732,-0.0258617,3462.72,3114.15,0.999689
"log_lik[14,2,21]",-1.4701,0.00269753,0.192984,0.185273,-1.83012,-1.44555,-1.19749,4632.8,2474.02,1.00015
"log_lik[14,2,22]",-1.06269,0.000661473,0.0297244,0.017465,-1.10364,-1.05888,-1.02807,2018.15,3219.11,1.00056
"log_lik[14,2,23]",-0.23954,0.00139461,0.0891178,0.0877721,-0.401651,-0.229602,-0.113139,4273.75,3484.51,0.999737
"log_lik[14,2,24]",-0.135541,0.00112225,0.0671746,0.0604658,-0.263359,-0.122857,-0.0503476,3877.81,3138.93,0.999829
"log_lik[14,2,25]",-0.107165,0.00106208,0.0592387,0.0511986,-0.220036,-0.0949491,-0.0343966,3772.14,2944.24,0.999632
"log_lik[14,2,26]",-0.0967009,0.00101265,0.0565438,0.0479993,-0.204225,-0.0844002,-0.0289043,3631.56,3015.5,0.99972
"log_lik[14,2,27]",-1.45619,0.00239921,0.165446,0.160706,-1.7487,-1.43995,-1.21356,4403.61,2479.29,1.00004
"log_lik[14,2,28]",-1.30885,0.00182232,0.138394,0.133916,-1.57167,-1.28508,-1.12865,5537.43,2810.66,1.00044
"log_lik[14,2,29]",-2.2068,0.00535069,0.367236,0.367855,-2.85866,-2.1758,-1.66245,4641.31,3600.06,0.999851
"log_lik[14,2,30]",-0.133474,0.00112611,0.0668892,0.0602676,-0.260201,-0.121291,-0.0497115,3838.7,3151.77,0.999721
"log_lik[14,3,1]",-0.516627,0.00141424,0.0906682,0.093197,-0.669956,-0.51313,-0.374895,4161.93,3582.81,0.99983
"log_lik[14,3,2]",-0.923973,0.000633487,0.0471261,0.0484714,-1.00252,-0.923434,-0.847909,5582.13,3454.58,0.999348
"log_lik[14,3,3]",-0.419454,0.00152156,0.100031,0.101093,-0.594266,-0.411677,-0.271494,4438.5,3774.78,0.999774
"log_lik[14,3,4]",-0.299029,0.0014187,0.0872902,0.0852236,-0.454152,-0.289826,-0.170691,3893.6,2991.71,0.999942
"log_lik[14,3,5]",-0.258214,0.0014145,0.0839878,0.0813933,-0.407198,-0.24912,-0.134778,3793.38,3175.24,0.999629
"log_lik[14,3,6]",-0.241355,0.00141079,0.0838885,0.082649,-0.392169,-0.233178,-0.118795,3711.07,3192.41,0.999724
"log_lik[14,3,7]",-0.233359,0.00138911,0.0843127,0.0839233,-0.383217,-0.225357,-0.110907,3785.34,3179.14,0.999779
"log_lik[14,3,8]",-0.229092,0.00137027,0.084646,0.0850434,-0.379494,-0.220967,-0.107312,3919.78,3346.55,0.999801
"log_lik[14,3,9]",-1.49635,0.00164393,0.0947415,0.0906981,-1.66121,-1.4874,-1.35935,3298.24,3126.83,1.00002
"log_lik[14,3,10]",-2.16039,0.00440124,0.287377,0.272813,-2.68004,-2.12756,-1.74949,4171.34,3432.32,0.999933
"log_lik[14,3,11]",-0.294429,0.00130312,0.0821931,0.0810182,-0.440379,-0.287517,-0.17343,4069.81,3213.13,0.999877
"log_lik[14,3,12]",-1.24898,0.00245673,0.187935,0.179217,-1.55524,-1.24791,-0.937749,5929.98,3153.02,0.999906
"log_lik[14,3,13]",-0.456518,0.00140282,0.0878802,0.0893296,-0.604777,-0.454363,-0.318251,3968.36,3172.89,1.00001
"log_lik[14,3,14]",-0.300786,0.00133509,0.0830289,0.0806697,-0.448344,-0.293628,-0.178427,3952.43,3160.91,0.999757
"log_lik[14,3,15]",-0.253083,0.00129945,0.0812989,0.0798098,-0.399179,-0.245457,-0.134622,4061.55,3073.3,0.999693
"log_lik[14,3,16]",-2.72769,0.00622973,0.394557,0.388567,-3.41483,-2.69782,-2.12643,3986.33,3124.12,0.999576
"log_lik[14,3,17]",-0.226554,0.00133213,0.0826364,0.0807572,-0.374738,-0.218091,-0.107577,4060.4,3354.21,0.999838
"log_lik[14,3,18]",-2.78629,0.00638542,0.407732,0.403045,-3.4942,-2.75774,-2.16373,4055.95,3240.65,0.999808
"log_lik[14,3,19]",-0.819107,0.00264264,0.201173,0.191233,-1.18313,-0.797456,-0.531111,5890.47,3099.76,1.00004
"log_lik[14,3,20]",-0.425422,0.00140646,0.0863232,0.0854815,-0.573203,-0.421003,-0.289687,3805.4,3115.33,1.00059
"log_lik[14,3,21]",-0.287519,0.00131099,0.0822945,0.0785192,-0.434808,-0.279581,-0.166989,4023.29,3108.4,0.999925
"log_lik[14,3,22]",-0.245436,0.00129255,0.0813252,0.0796608,-0.392285,-0.238047,-0.127596,4160.53,3119.99,0.999738
"log_lik[14,3,23]",-1.48623,0.0016233,0.0972785,0.0882888,-1.66429,-1.47508,-1.34964,3488.71,3121.41,1.00037
"log_lik[14,3,24]",-1.13327,0.00155551,0.101279,0.0590594,-1.33168,-1.09974,-1.04548,4825.17,3612.54,0.999803
"log_lik[14,3,25]",-2.00471,0.00461801,0.30003,0.283088,-2.55605,-1.96547,-1.58752,4140.43,3356.85,0.999859
"log_lik[14,3,26]",-0.177167,0.00119655,0.0735884,0.0686696,-0.313351,-0.166992,-0.0786276,3965.34,2910.13,0.999889
"log_lik[14,3,27]",-0.148915,0.00109724,0.0672731,0.0608098,-0.273262,-0.138016,-0.061101,3938.28,3134.41,0.999804
"log_lik[14,3,28]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[14,3,29]",-1.55278,0.00294436,0.214293,0.208468,-1.93558,-1.533,-1.23669,4972.26,2713.69,1.00064
"log_lik[14,3,30]",-2.02705,0.00473144,0.303506,0.284555,-2.58222,-1.98882,-1.60554,4042.04,3387.1,1.00011
"log_lik[14,4,1]",-0.610206,0.00594805,0.191223,0.21008,-0.934631,-0.598183,-0.313539,1096.86,1783.9,1.00011
"log_lik[14,4,2]",-1.41269,0.00604886,0.19649,0.208965,-1.76001,-1.4,-1.13143,934.772,1430.07,1.0008
"log_lik[14,4,3]",-0.480881,0.0052778,0.177672,0.186575,-0.797347,-0.465606,-0.217686,1201.62,1918.53,1.00002
"log_lik[14,4,4]",-0.748934,0.00584355,0.193839,0.235022,-1.04593,-0.743954,-0.439244,1122.33,2211.5,1.00067
"log_lik[14,4,5]",-0.976893,0.00624334,0.204183,0.190991,-1.36804,-0.941092,-0.719345,1000.92,2291.08,1.00239
"log_lik[14,4,6]",-0.608867,0.00626204,0.182092,0.21828,-0.896122,-0.589124,-0.335874,911.299,1742.61,1.00111
"log_lik[14,4,7]",-0.612057,0.00514344,0.158242,0.190084,-0.851048,-0.612379,-0.355745,953.325,2170.35,1.00214
"log_lik[14,4,8]",-0.616971,0.00562696,0.164778,0.19643,-0.874669,-0.601984,-0.366247,937.776,1768.89,1.00123
"log_lik[14,4,9]",-0.74961,0.00857421,0.291098,0.305353,-1.28894,-0.699945,-0.350712,1306.26,2273.62,1.00407
"log_lik[14,4,10]",-0.702218,0.00600947,0.194059,0.235201,-0.999949,-0.692606,-0.402407,1050.47,1827.72,1.00036
"log_lik[14,4,11]",-0.696749,0.00868844,0.302244,0.304646,-1.26816,-0.638085,-0.292701,1379.52,2470.74,1.00348
"log_lik[14,4,12]",-2.19999,0.0113252,0.419996,0.426299,-2.93388,-2.16072,-1.56895,1312.68,2492.2,1.00077
"log_lik[14,4,13]",-0.752666,0.00616726,0.201907,0.233185,-1.08202,-0.736485,-0.44666,1167.65,2119.55,0.999997
"log_lik[14,4,14]",-0.518246,0.00529056,0.161271,0.177226,-0.791955,-0.504185,-0.279539,1000.05,2433.41,1.00225
"log_lik[14,4,15]",-2.42914,0.0121715,0.483739,0.479932,-3.26799,-2.40248,-1.68515,1564.26,2776.71,1.0006
"log_lik[14,4,16]",-0.803037,0.00915177,0.293504,0.318127,-1.32837,-0.772236,-0.380502,1131.09,2025.62,1.00562
"log_lik[14,4,17]",-1.55848,0.0100342,0.412854,0.411577,-2.34259,-1.47767,-1.02372,1544.5,2316.72,1.00021
"log_lik[14,4,18]",-0.662087,0.00840076,0.272606,0.267491,-1.1901,-0.610966,-0.307562,1196.41,1963.46,1.00431
"log_lik[14,4,19]",-1.38993,0.011895,0.389002,0.410903,-2.05831,-1.35476,-0.796495,1128.16,2463.46,1.00166
"log_lik[14,4,20]",-1.87745,0.00437756,0.250542,0.241249,-2.32587,-1.86364,-1.49679,3283.35,2902.15,0.999927
"log_lik[14,4,21]",-1.39168,0.0115412,0.389975,0.412585,-2.0663,-1.35579,-0.7963,1212.37,2619.74,1.00108
"log_lik[14,4,22]",-0.587989,0.00615278,0.241325,0.221337,-1.0578,-0.541249,-0.277674,1591.78,2892.98,1.00203
"log_lik[14,4,23]",-0.728044,0.0091504,0.315417,0.29908,-1.33459,-0.670559,-0.31411,1154.93,2748.09,1.00172
"log_lik[14,4,24]",-0.807769,0.00720779,0.251972,0.280919,-1.2253,-0.794503,-0.422291,1295.63,2373.84,0.99973
"log_lik[14,4,25]",-1.27557,0.00341373,0.174085,0.169031,-1.58892,-1.26069,-1.01924,2593.42,3268.42,1.00055
"log_lik[14,4,26]",-1.22469,0.00480722,0.192011,0.194725,-1.54267,-1.22626,-0.894168,1621.47,3173.62,1.00289
"log_lik[14,4,27]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[14,4,28]",-1.10417,0.00685515,0.2501,0.277749,-1.55,-1.08288,-0.772431,1226.79,2288.32,1.00036
"log_lik[14,4,29]",-1.63815,0.0122018,0.439975,0.454699,-2.36934,-1.6206,-0.940102,1344.5,2791.98,1.00171
"log_lik[14,4,30]",-0.814801,0.00823329,0.287233,0.28674,-1.35334,-0.774521,-0.411934,1227.39,2869.66,1.00283
"log_lik[15,1,1]",-0.838604,0.00160047,0.0870737,0.0560779,-0.965983,-0.825232,-0.749728,3081.28,1999.42,1.00161
"log_lik[15,1,2]",-0.268646,0.00183949,0.112879,0.114058,-0.466821,-0.258744,-0.101751,3785.75,2714.3,1.00038
"log_lik[15,1,3]",-0.0873548,0.00112481,0.0676375,0.0568034,-0.221359,-0.070532,-0.0122237,4007.57,3108.41,1.00066
"log_lik[15,1,4]",-0.0309169,0.000629358,0.0353048,0.0204044,-0.102688,-0.0189242,-0.00147581,3930.42,3092.41,1.00087
"log_lik[15,1,5]",-0.0120034,0.000351172,0.0184499,0.00669535,-0.047147,-0.00528888,-0.000188189,3797.1,3118.98,1.001
"log_lik[15,1,6]",-0.0353891,0.000755413,0.0387484,0.0237342,-0.112643,-0.0225291,-0.00199498,3564.33,3217.07,1.00116
"log_lik[15,1,7]",-0.109726,0.0012542,0.0796847,0.0715233,-0.268609,-0.090357,-0.0167196,4124.17,3840.91,1.00028
"log_lik[15,1,8]",-0.28219,0.00224274,0.141939,0.146951,-0.520475,-0.274624,-0.0598465,3974.56,3146.88,1.00175
"log_lik[15,1,9]",-0.651194,0.00452761,0.288295,0.179093,-1.22577,-0.581646,-0.344438,4187.56,3631.45,1.00075
"log_lik[15,1,10]",-0.21762,0.00289079,0.1478,0.10719,-0.494256,-0.184997,-0.0591586,3102.26,3074.63,1.00057
"log_lik[15,1,11]",-0.0744547,0.00157774,0.0737759,0.0465734,-0.21506,-0.0532002,-0.00837883,2782.17,2637.97,1.00101
"log_lik[15,1,12]",-0.0276104,0.000807456,0.0365204,0.0170863,-0.0947741,-0.0155042,-0.00116348,2787.72,2628.08,1.00121
"log_lik[15,1,13]",-0.0111744,0.000427626,0.0187708,0.00577715,-0.0439088,-0.00456972,-0.000164314,2822.03,2795.21,1.0013
"log_lik[15,1,14]",-0.00490534,0.000237451,0.0101645,0.00193248,-0.0210013,-0.00141807,-2.48535e-05,2857.97,2647.31,1.00134
"log_lik[15,1,15]",-0.00231561,0.000137021,0.00580094,0.000645473,-0.0106752,-0.000452543,-4.11835e-06,2880.89,2868.24,1.00136
"log_lik[15,1,16]",-0.00116589,8.19274e-05,0.00347425,0.000215229,-0.00553784,-0.000147767,-6.60011e-07,2900.4,2822.9,1.00137
"log_lik[15,1,17]",-0.000621683,5.07363e-05,0.00217258,7.45137e-05,-0.00299842,-5.06584e-05,-1.11719e-07,2917.53,2934.36,1.00137
"log_lik[15,1,18]",-0.000348968,3.24442e-05,0.00141203,2.6717e-05,-0.00164218,-1.80866e-05,-2.01336e-08,2937.5,2958.9,1.00136
"log_lik[15,1,19]",-0.00102147,9.37923e-05,0.00358279,0.00014866,-0.00479781,-0.000101379,-2.77683e-07,2830.03,2731.62,1.00143
"log_lik[15,1,20]",-0.000509391,3.29521e-05,0.00178029,5.06494e-05,-0.00250454,-3.43163e-05,-4.69285e-08,3399.69,3717.71,1.00111
"log_lik[15,1,21]",-0.000286393,2.0812e-05,0.00113525,1.81441e-05,-0.00138848,-1.22634e-05,-8.33608e-09,3461.58,3681.74,1.00107
"log_lik[15,1,22]",-0.000169274,1.3765e-05,0.000757414,6.58436e-06,-0.000782153,-4.44497e-06,-1.63116e-09,3479.64,3677.31,1.00107
"log_lik[15,1,23]",-0.000104441,9.41028e-06,0.000524011,2.45662e-06,-0.000454117,-1.6575e-06,-3.07631e-10,3499.57,3608.02,1.00105
"log_lik[15,1,24]",-6.69791e-05,6.62725e-06,0.000374413,9.46203e-07,-0.000272296,-6.38297e-07,-6.17185e-11,3501.58,3507.83,1.00106
"log_lik[15,1,25]",-4.44993e-05,4.79954e-06,0.000275469,3.75506e-07,-0.000171066,-2.53289e-07,-1.30143e-11,3506.38,3540.79,1.00105
"log_lik[15,1,26]",-3.05413e-05,3.56918e-06,0.000208151,1.51269e-07,-0.000107048,-1.02032e-07,-2.98286e-12,3506.83,3508.06,1.00105
"log_lik[15,1,27]",-0.000104538,1.08104e-05,0.000641732,1.04988e-06,-0.000400439,-7.08219e-07,-4.66158e-11,3594.98,3637.4,1.00101
"log_lik[15,1,28]",-6.38428e-05,7.04263e-06,0.000426775,4.03292e-07,-0.000230121,-2.7203e-07,-9.63851e-12,3713.66,3641.52,1.0009
"log_lik[15,1,29]",-4.22049e-05,5.04434e-06,0.000307901,1.60869e-07,-0.0001385,-1.08506e-07,-2.09895e-12,3730.35,3606.8,1.00089
"log_lik[15,1,30]",-0.000154551,1.65532e-05,0.00101681,1.14662e-06,-0.000539221,-7.73444e-07,-2.70703e-11,3861.22,3690.85,1.00079
"log_lik[15,2,1]",-0.793417,0.000775408,0.0477809,0.0417433,-0.875761,-0.785926,-0.731522,3811.86,3809.33,1.00104
"log_lik[15,2,2]",-0.345528,0.00230423,0.140579,0.131501,-0.592874,-0.329002,-0.146521,3769.66,3809.18,1.00106
"log_lik[15,2,3]",-0.200667,0.00142487,0.0887045,0.0919916,-0.358949,-0.190285,-0.0734844,3980.55,2712.56,1.00096
"log_lik[15,2,4]",-0.0396218,0.000643238,0.0372104,0.0269231,-0.113046,-0.0284477,-0.00342121,3868.8,2810.59,1.00107
"log_lik[15,2,5]",-0.0105611,0.000257311,0.0144592,0.00633983,-0.0385689,-0.00534214,-0.000296248,3974.04,2752.23,1.00102
"log_lik[15,2,6]",-0.0484567,0.000697966,0.0417822,0.0328048,-0.129934,-0.0368694,-0.00544572,4064.03,3162.02,1.00092
"log_lik[15,2,7]",-0.0421544,0.000601756,0.0359383,0.0279772,-0.11214,-0.0320587,-0.00485574,4071.15,2899.02,1.00096
"log_lik[15,2,8]",-0.0163697,0.000353329,0.0205677,0.0102944,-0.0566243,-0.00897192,-0.000627355,3940.85,3267.94,1.00105
"log_lik[15,2,9]",-0.00672125,0.000190608,0.0106833,0.00351871,-0.0257519,-0.00274577,-8.91654e-05,4049.16,2776.41,1.001
"log_lik[15,2,10]",-0.0199032,0.000386812,0.0227885,0.0130565,-0.0643339,-0.0119947,-0.000986915,4153.8,3012.53,1.00085
"log_lik[15,2,11]",-0.0377245,0.000705165,0.0423737,0.0249983,-0.116679,-0.0234533,-0.00212039,4118.91,3065.4,1.00084
"log_lik[15,2,12]",-0.100511,0.00112438,0.072289,0.0631915,-0.24007,-0.0835296,-0.0174432,4535.12,3356.06,1.00049
"log_lik[15,2,13]",-0.408721,0.00230846,0.159028,0.144234,-0.693568,-0.386895,-0.191225,5003.5,3442.12,1.00257
"log_lik[15,2,14]",-0.420552,0.00303305,0.187759,0.149259,-0.748466,-0.389151,-0.19186,4400.32,3895.83,1.00179
"log_lik[15,2,15]",-0.0969498,0.00106893,0.0688132,0.0587356,-0.2294,-0.080397,-0.0179195,4476.67,3360.18,1.00054
"log_lik[15,2,16]",-0.0248342,0.000457381,0.0273557,0.0164433,-0.0782458,-0.0155569,-0.00138641,4203.61,3072.14,1.00058
"log_lik[15,2,17]",-0.105639,0.00109155,0.0718893,0.063278,-0.242124,-0.0896324,-0.0203891,4731.59,3613.33,1.00142
"log_lik[15,2,18]",-0.0278104,0.000500199,0.0301421,0.0184246,-0.0848557,-0.0176386,-0.00168936,4247.93,3350.95,1.00045
"log_lik[15,2,19]",-0.0106173,0.000270417,0.0155333,0.00600237,-0.0386262,-0.00483704,-0.000206782,4159.4,2917.43,1.00059
"log_lik[15,2,20]",-0.0135368,0.00064167,0.0406939,0.00572105,-0.0481661,-0.00447965,-0.000184029,4162.86,3837.01,1.00157
"log_lik[15,2,21]",-0.00282158,0.000150908,0.00936382,0.000854919,-0.0116167,-0.000611273,-9.399e-06,4095.68,3415.28,1.00125
"log_lik[15,2,22]",-0.00898621,0.000218997,0.0128446,0.00518285,-0.0321215,-0.00423969,-0.000204762,4355.38,3413.09,1.0004
"log_lik[15,2,23]",-0.0383017,0.000692311,0.0428315,0.025378,-0.116901,-0.0242349,-0.00233386,4347.88,3257.51,1.00154
"log_lik[15,2,24]",-0.0378255,0.000635635,0.0395728,0.0252663,-0.112092,-0.0252113,-0.00280265,4598.0,3180.28,1.00166
"log_lik[15,2,25]",-0.036769,0.00060222,0.0375299,0.0246729,-0.109797,-0.0248645,-0.00285182,4626.47,3124.63,1.00121
"log_lik[15,2,26]",-0.151403,0.00189719,0.115673,0.0981525,-0.370721,-0.123046,-0.0211814,3736.98,3425.25,1.00081
"log_lik[15,2,27]",-0.829828,0.00593512,0.394917,0.349049,-1.59311,-0.755789,-0.349511,4514.09,3474.18,1.00073
"log_lik[15,2,28]",-0.208289,0.00206608,0.137977,0.120757,-0.473495,-0.17885,-0.0435466,4980.66,3196.6,1.0024
"log_lik[15,2,29]",-0.212267,0.00218468,0.142403,0.12325,-0.480127,-0.181523,-0.0450965,4785.83,3265.92,1.00178
"log_lik[15,2,30]",-0.67701,0.0060744,0.344333,0.319962,-1.30919,-0.617591,-0.212802,3082.74,2929.67,1.00058
"log_lik[15,3,1]",-0.263994,0.00186699,0.114125,0.120266,-0.461198,-0.257746,-0.0912699,3827.51,3370.55,1.00121
"log_lik[15,3,2]",-0.184554,0.00139168,0.0863182,0.0877039,-0.341827,-0.174716,-0.0635537,3975.96,2827.9,1.00106
"log_lik[15,3,3]",-0.722635,0.00271528,0.140639,0.0853125,-0.861511,-0.773696,-0.415852,2727.2,3310.01,1.0004
"log_lik[15,3,4]",-0.168063,0.00145217,0.0858637,0.0867544,-0.322752,-0.157334,-0.048546,3640.27,3260.67,1.00164
"log_lik[15,3,5]",-0.842378,0.00231971,0.122849,0.0573114,-1.07775,-0.809439,-0.739874,2044.1,3649.5,1.00128
"log_lik[15,3,6]",-0.773639,0.00231882,0.124115,0.0333592,-1.0344,-0.728187,-0.698708,2178.6,3555.02,1.00084
"log_lik[15,3,7]",-1.85683,0.0075776,0.427044,0.380687,-2.61788,-1.82532,-1.20628,3042.96,3751.49,1.00109
"log_lik[15,3,8]",-0.604746,0.00163572,0.0962844,0.0642084,-0.707089,-0.633012,-0.403041,3029.97,3256.11,1.00048
"log_lik[15,3,9]",-2.01882,0.00797532,0.476692,0.410332,-2.88733,-1.92513,-1.43615,3642.85,3147.43,1.00082
"log_lik[15,3,10]",-0.0531856,0.00073994,0.0445242,0.0352817,-0.139888,-0.0405471,-0.00662794,3990.61,2925.95,1.00097
"log_lik[15,3,11]",-1.74674,0.00566927,0.366903,0.336365,-2.42444,-1.69908,-1.23256,4197.59,3774.36,1.0006
"log_lik[15,3,12]",-0.0548408,0.000744966,0.0449599,0.0363109,-0.14271,-0.0426443,-0.00709995,4019.95,2879.48,1.00088
"log_lik[15,3,13]",-0.0128341,0.000292173,0.0166062,0.00807305,-0.0434719,-0.00697153,-0.000425387,3952.13,2856.7,1.00096
"log_lik[15,3,14]",-0.0125268,0.000270777,0.0157626,0.00802138,-0.0409532,-0.00706206,-0.000494923,4027.21,2814.89,1.00094
"log_lik[15,3,15]",-0.00304595,9.99081e-05,0.00546542,0.00142646,-0.0122932,-0.00107878,-2.90454e-05,3991.92,2877.94,1.00091
"log_lik[15,3,16]",-0.0140027,0.000291654,0.0169006,0.00906215,-0.0455844,-0.00813677,-0.000631049,4111.14,2963.91,1.00106
"log_lik[15,3,17]",-0.00398863,0.000120702,0.00672589,0.00201682,-0.0155563,-0.00156074,-5.11702e-05,4106.36,2801.6,1.00105
"log_lik[15,3,18]",-0.00128731,5.31343e-05,0.00288839,0.000447759,-0.00552021,-0.00032132,-4.4741e-06,4114.81,2822.71,1.00124
