,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"log_lik[26,3,2]",-0.0134792,0.00039174,0.0229831,0.00653761,-0.0557175,-0.00476993,-9.28941e-05,5439.88,3167.7,0.999975
"log_lik[26,3,3]",-0.413914,0.00201254,0.14138,0.14521,-0.653222,-0.408381,-0.194089,5072.01,3525.48,1.00012
"log_lik[26,3,4]",-2.31833,0.0108159,0.75389,0.671974,-3.7734,-2.16856,-1.37417,4974.33,3365.02,1.00048
"log_lik[26,3,5]",-0.335339,0.00178967,0.129582,0.137793,-0.562947,-0.326684,-0.139316,5464.29,3127.04,0.999897
"log_lik[26,3,6]",-1.20495,0.00269779,0.177782,0.131581,-1.55734,-1.15655,-1.0261,4585.22,3529.36,1.00069
"log_lik[26,3,7]",-0.152915,0.00182859,0.118228,0.104797,-0.381081,-0.125422,-0.018261,5019.98,3309.45,0.999861
"log_lik[26,3,8]",-0.0141707,0.00046961,0.0269454,0.00619323,-0.0604743,-0.00449286,-7.26844e-05,5236.37,3197.36,0.999886
"log_lik[26,3,9]",-0.00271288,0.000146954,0.00836752,0.000457632,-0.0128472,-0.000312331,-1.02557e-06,5318.52,3171.44,1.00012
"log_lik[26,3,10]",-0.000802917,5.7154e-05,0.00330971,6.0143e-05,-0.00368189,-4.06736e-05,-3.65317e-08,5378.01,3191.66,1.00002
"log_lik[26,3,11]",-0.015745,0.000407917,0.0242824,0.00857561,-0.0620981,-0.00653587,-0.000198054,5248.56,3114.91,0.999778
"log_lik[26,3,12]",-0.00263073,0.000119907,0.00687055,0.000590641,-0.0122564,-0.000406112,-2.04643e-06,5465.81,3039.71,1.00007
"log_lik[26,3,13]",-0.000739244,4.61579e-05,0.0026641,6.89461e-05,-0.00333398,-4.66716e-05,-5.86069e-08,5482.76,3039.71,1.00008
"log_lik[26,3,14]",-0.000285377,2.14099e-05,0.00125043,1.29593e-05,-0.00121593,-8.74987e-06,-3.87765e-09,5513.57,3017.71,1.00014
"log_lik[26,3,15]",-0.000136973,1.14584e-05,0.00067507,3.52229e-06,-0.000529286,-2.37688e-06,-4.72669e-10,5552.72,3097.1,1.00022
"log_lik[26,3,16]",-7.71509e-05,6.90098e-06,0.000408731,1.25277e-06,-0.000271298,-8.45145e-07,-9.30292e-11,5587.34,2997.92,1.00028
"log_lik[26,3,17]",-0.00198833,8.87052e-05,0.00515515,0.000449491,-0.00962449,-0.000309921,-1.85436e-06,5470.33,2928.4,0.999981
"log_lik[26,3,18]",-0.00052256,3.07639e-05,0.0017682,5.32293e-05,-0.00235088,-3.60811e-05,-5.58285e-08,5722.39,3071.08,1.00022
"log_lik[26,3,19]",-0.000202831,1.44309e-05,0.000835551,9.94645e-06,-0.000821455,-6.71803e-06,-3.65184e-09,5693.79,2937.2,1.00026
"log_lik[26,3,20]",-9.98615e-05,8.06062e-06,0.00047079,2.73383e-06,-0.000373367,-1.84482e-06,-4.37095e-10,5690.41,2937.2,1.0004
"log_lik[26,3,21]",-0.00269557,0.000109055,0.00637185,0.000760989,-0.0125972,-0.000531369,-5.13131e-06,5641.87,3076.39,0.99993
"log_lik[26,3,22]",-0.0643388,0.00100631,0.0663083,0.0415979,-0.199911,-0.0414361,-0.00505012,5213.98,3557.49,1.00006
"log_lik[26,3,23]",-0.932592,0.00742272,0.46372,0.453274,-1.78135,-0.871141,-0.28543,3894.28,3104.49,1.00091
"log_lik[26,3,24]",-1.83541,0.0105231,0.677459,0.634108,-3.11004,-1.73212,-0.938153,4275.63,3524.3,1.00026
"log_lik[26,3,25]",-1.77419,0.0107083,0.694077,0.660988,-3.08958,-1.67146,-0.851562,4322.49,3396.01,1.00015
"log_lik[26,3,26]",-0.0091308,0.000233672,0.0141001,0.00498878,-0.0337943,-0.00390823,-0.000142015,5641.04,3215.67,0.999759
"log_lik[26,3,27]",-0.00117067,5.46193e-05,0.00315614,0.000242895,-0.00515506,-0.00016671,-7.54139e-07,5656.5,3021.97,0.999735
"log_lik[26,3,28]",-0.0210747,0.000405129,0.0255393,0.0139153,-0.0697823,-0.0120844,-0.000806122,5447.97,3388.42,0.999735
"log_lik[26,3,29]",-0.00204326,8.30267e-05,0.00483968,0.000567415,-0.00898051,-0.000394603,-2.77284e-06,5597.87,3109.14,0.999715
"log_lik[26,3,30]",-0.00042468,2.57561e-05,0.00150063,4.14905e-05,-0.00191089,-2.8106e-05,-3.69885e-08,5608.56,3089.08,0.99972
"log_lik[26,4,1]",-0.710544,0.000366199,0.0225237,0.0115509,-0.755948,-0.702335,-0.693366,5808.9,3257.94,1.001
"log_lik[26,4,2]",-0.0647926,0.00125722,0.0791273,0.0450373,-0.225471,-0.0359601,-0.000875466,5846.4,3257.72,1.00109
"log_lik[26,4,3]",-0.21367,0.00188929,0.133048,0.131854,-0.464258,-0.193086,-0.0374755,5776.78,3077.35,1.00119
"log_lik[26,4,4]",-0.209458,0.00172917,0.123369,0.126541,-0.437315,-0.193615,-0.0402384,5594.53,3127.44,1.00108
"log_lik[26,4,5]",-0.0759292,0.00128063,0.0811151,0.0553049,-0.232198,-0.0510407,-0.00281471,5774.17,3011.64,1.00003
"log_lik[26,4,6]",-2.55583,0.0143177,1.02776,0.878181,-4.50948,-2.34436,-1.30768,5538.8,3114.45,1.00115
"log_lik[26,4,7]",-0.127015,0.00148228,0.0997031,0.0898679,-0.324106,-0.103095,-0.0116369,5459.12,3128.98,1.00104
"log_lik[26,4,8]",-0.0120777,0.000394317,0.0225784,0.00529311,-0.0509443,-0.00376271,-2.31475e-05,5754.62,3515.63,1.00139
"log_lik[26,4,9]",-0.00297397,0.000144724,0.00806892,0.00062026,-0.0135216,-0.00042106,-4.13411e-07,5923.83,3275.59,1.00158
"log_lik[26,4,10]",-0.33437,0.00339059,0.234923,0.179845,-0.753081,-0.282683,-0.0749344,5068.58,3360.47,0.999851
"log_lik[26,4,11]",-0.015348,0.000334071,0.0217382,0.00940313,-0.0582604,-0.00701647,-9.75533e-05,6360.76,3424.98,1.00142
"log_lik[26,4,12]",-0.00315031,0.000124858,0.00739631,0.000860914,-0.0141508,-0.000586313,-9.59717e-07,6352.76,3220.5,1.00118
"log_lik[26,4,13]",-0.00321245,0.000125413,0.00742432,0.000899199,-0.0143511,-0.000613055,-1.03352e-06,6341.2,3221.6,1.001
"log_lik[26,4,14]",-0.00122269,6.46541e-05,0.00375995,0.00018194,-0.00567984,-0.000122997,-4.93321e-08,6404.74,3189.69,1.001
"log_lik[26,4,15]",-0.000662227,4.17603e-05,0.00241826,6.31446e-05,-0.00312703,-4.26202e-05,-6.69904e-09,6479.99,3333.78,1.00076
"log_lik[26,4,16]",-0.000678508,4.22397e-05,0.00244671,6.50069e-05,-0.00323501,-4.3876e-05,-7.01666e-09,6471.54,3334.11,1.00066
"log_lik[26,4,17]",-0.000452229,3.13962e-05,0.00181561,3.07546e-05,-0.00217458,-2.0749e-05,-1.73524e-09,6576.66,3333.88,1.0007
"log_lik[26,4,18]",-0.000464059,3.19033e-05,0.00184633,3.21751e-05,-0.0022356,-2.17074e-05,-1.79464e-09,6560.31,3392.52,1.00071
"log_lik[26,4,19]",-0.000353436,2.60047e-05,0.0015028,1.92573e-05,-0.00171316,-1.29909e-05,-7.03656e-10,6668.55,3363.81,1.00069
"log_lik[26,4,20]",-0.0045977,0.000173876,0.0105661,0.00128252,-0.0210554,-0.000873318,-1.40725e-06,6636.6,3137.78,0.9999
"log_lik[26,4,21]",-0.72314,0.0149556,0.861201,0.497899,-2.58593,-0.40018,-0.0138012,5097.42,2820.75,1.0002
"log_lik[26,4,22]",-0.135606,0.00197216,0.146728,0.0966822,-0.431508,-0.0843474,-0.00402387,6016.68,3188.6,0.999452
"log_lik[26,4,23]",-0.024889,0.000504004,0.034548,0.0152479,-0.0957255,-0.0114313,-0.000185312,6849.86,3244.89,1.00043
"log_lik[26,4,24]",-0.00987784,0.000268588,0.0173863,0.00443843,-0.0418361,-0.00311026,-1.76954e-05,6903.05,3088.64,1.00098
"log_lik[26,4,25]",-0.00578887,0.000190764,0.0120349,0.00192196,-0.0254936,-0.00131898,-3.58002e-06,6913.58,3193.18,1.00094
"log_lik[26,4,26]",-0.00420636,0.000157798,0.00982447,0.00110231,-0.0189226,-0.000751355,-1.23911e-06,6898.12,3113.56,1.0008
"log_lik[26,4,27]",-0.0276297,0.000613306,0.0411028,0.0159739,-0.105527,-0.0118467,-0.00016798,6586.44,3245.33,0.999886
"log_lik[26,4,28]",-0.0212575,0.000518152,0.0346712,0.0108284,-0.0865764,-0.00780234,-7.71335e-05,6804.98,3190.5,1.00004
"log_lik[26,4,29]",-0.000353179,2.69441e-05,0.0015752,1.9931e-05,-0.00146738,-1.3446e-05,-9.22467e-10,6816.58,3389.56,1.00052
"log_lik[26,4,30]",-5.84976e-05,8.95961e-06,0.000527193,3.7336e-07,-0.000168,-2.51829e-07,-3.62022e-13,6626.75,3425.41,1.00045
"log_lik[27,1,1]",-0.708817,0.000344701,0.021887,0.00893785,-0.755478,-0.699184,-0.693147,3691.19,2424.96,1.0008
"log_lik[27,1,2]",-0.0325142,0.000754549,0.0473139,0.0173221,-0.132803,-0.0116977,-5.35429e-08,3615.17,2266.59,1.00099
"log_lik[27,1,3]",-0.0736654,0.00157556,0.0993509,0.0445506,-0.287973,-0.0301029,-1.50157e-07,3557.91,2272.79,1.0012
"log_lik[27,1,4]",-0.00751338,0.00035025,0.0200671,0.000523983,-0.0405918,-0.000353422,-7.10543e-15,3643.23,2337.01,1.00097
"log_lik[27,1,5]",-0.00494325,0.000220296,0.013077,0.000361529,-0.0264104,-0.000243848,-7.10543e-15,3647.76,1986.64,1.00086
"log_lik[27,1,6]",-1.01737,0.000792071,0.0415083,0.0427293,-1.08774,-1.0151,-0.950534,2726.85,2705.66,1.00014
"log_lik[27,1,7]",-0.0095147,0.000418387,0.0240123,0.000706104,-0.0529321,-0.000476261,-1.38556e-14,3651.85,2286.45,1.00103
"log_lik[27,1,8]",-0.993053,0.00129896,0.077615,0.0836372,-1.1011,-1.00056,-0.854674,3458.31,3223.76,1.00139
"log_lik[27,1,9]",-0.00992126,0.000462717,0.0259662,0.000690233,-0.0541981,-0.000465556,-1.38556e-14,3643.7,2286.45,1.00104
"log_lik[27,1,10]",-1.00305,0.0014661,0.0887736,0.0882147,-1.1317,-1.00887,-0.849179,3658.56,3623.75,1.001
"log_lik[27,1,11]",-0.00984995,0.000438248,0.025293,0.00074152,-0.0545003,-0.000500149,-1.42109e-14,3636.01,2383.46,1.00105
"log_lik[27,1,12]",-0.00512185,0.000229064,0.0135932,0.000366191,-0.0275944,-0.000246992,-7.10543e-15,3640.03,1986.64,1.00088
"log_lik[27,1,13]",-0.0043814,0.000186779,0.0113756,0.000325921,-0.023047,-0.000219831,-7.10543e-15,3646.69,1986.64,1.00081
"log_lik[27,1,14]",-0.00416255,0.000173831,0.0107076,0.000314399,-0.0217511,-0.000212059,-7.10543e-15,3649.01,1986.64,1.00078
"log_lik[27,1,15]",-0.00406306,0.000168266,0.0104238,0.000311178,-0.0213046,-0.000209887,-7.10543e-15,3657.13,1986.64,1.00077
"log_lik[27,1,16]",-1.03825,0.00116732,0.0610353,0.0379768,-1.12412,-1.0319,-0.966043,2706.43,3311.97,1.00149
"log_lik[27,1,17]",-0.00861732,0.000360948,0.0211182,0.000658896,-0.0476411,-0.000444419,-1.38556e-14,3674.7,2286.45,1.00098
"log_lik[27,1,18]",-0.0046834,0.000207291,0.012224,0.000326804,-0.0250019,-0.000220426,-7.10543e-15,3667.84,2026.23,1.00083
"log_lik[27,1,19]",-0.0040739,0.000176469,0.0106001,0.000297874,-0.021455,-0.000200913,-7.10543e-15,3669.54,2026.23,1.00076
"log_lik[27,1,20]",-1.47,0.0038179,0.24917,0.227334,-1.93403,-1.42237,-1.15362,3877.57,3099.63,1.00124
"log_lik[27,1,21]",-0.822936,0.00270376,0.155745,0.171028,-1.07326,-0.822721,-0.571583,3322.37,2754.14,1.00086
"log_lik[27,1,22]",-0.00724649,0.000344691,0.0196828,0.000507985,-0.0387039,-0.000342631,-7.10543e-15,3652.98,2337.01,1.00096
"log_lik[27,1,23]",-1.39461,0.00436102,0.25765,0.253643,-1.83739,-1.37744,-1.0238,3397.68,3415.47,1.00004
"log_lik[27,1,24]",-0.00708846,0.000341888,0.0193787,0.000486529,-0.0379621,-0.00032816,-7.10543e-15,3657.72,2391.15,1.00094
"log_lik[27,1,25]",-0.00375211,0.000179868,0.0105864,0.000230335,-0.0195989,-0.000155359,0.0,3645.17,2040.97,1.00078
"log_lik[27,1,26]",-1.46449,0.00483017,0.292119,0.292065,-1.998,-1.42365,-1.08016,3439.45,2933.57,1.0012
"log_lik[27,1,27]",-0.00648139,0.000297093,0.0170521,0.000450815,-0.0352672,-0.00030407,-7.10543e-15,3670.99,2391.15,1.0009
"log_lik[27,1,28]",-0.00357501,0.000169326,0.00995576,0.000223847,-0.0184109,-0.000150983,0.0,3662.25,2040.97,1.00075
"log_lik[27,1,29]",-0.00312451,0.00014381,0.00864098,0.000202989,-0.0163437,-0.000136914,0.0,3665.94,2040.97,1.0007
"log_lik[27,1,30]",-1.50765,0.00488679,0.302146,0.299077,-2.07047,-1.45485,-1.11129,3485.43,2777.73,1.00208
"log_lik[27,2,1]",-0.731758,0.000943326,0.0498688,0.0298284,-0.818257,-0.716047,-0.693226,3064.4,2694.44,1.00103
"log_lik[27,2,2]",-0.0493637,0.00104417,0.0577354,0.0382433,-0.168994,-0.0283158,-7.64427e-05,2861.91,2533.04,1.00115
"log_lik[27,2,3]",-0.619028,0.00600628,0.145898,0.00496449,-0.704581,-0.693147,-0.267454,707.051,2253.64,1.00403
"log_lik[27,2,4]",-0.373289,0.00534711,0.132353,0.101254,-0.540525,-0.406935,-0.102128,829.368,2348.91,1.00242
"log_lik[27,2,5]",-0.420637,0.00167882,0.0779748,0.0735829,-0.545181,-0.422097,-0.287851,2217.74,2815.31,0.999863
"log_lik[27,2,6]",-0.0109317,0.00037582,0.0229857,0.00321278,-0.04903,-0.00216858,-1.87533e-08,3860.45,2694.8,1.00059
"log_lik[27,2,7]",-0.00628742,0.000217087,0.012343,0.00183118,-0.030322,-0.0012359,-1.30888e-08,3468.63,2620.76,1.00087
"log_lik[27,2,8]",-0.00563591,0.000197372,0.0110972,0.00161232,-0.0278772,-0.00108813,-1.1226e-08,3269.92,2549.88,1.00091
"log_lik[27,2,9]",-1.1545,0.0151461,0.405544,0.109001,-2.07657,-0.970052,-0.865171,809.928,2881.94,1.00344
"log_lik[27,2,10]",-0.015294,0.00049024,0.0277039,0.00486056,-0.0714451,-0.00328016,-2.94485e-08,3190.52,2533.1,1.00085
"log_lik[27,2,11]",-0.0181432,0.000496522,0.0310517,0.00687534,-0.0796049,-0.00464085,-4.58574e-08,3916.81,2602.69,1.00051
"log_lik[27,2,12]",-0.0193562,0.000523876,0.0328676,0.00745701,-0.0843747,-0.00503388,-5.37849e-08,3941.67,2639.09,1.00058
"log_lik[27,2,13]",-1.00082,0.0114686,0.316735,0.164918,-1.70479,-0.878043,-0.71468,952.944,2355.33,1.00314
"log_lik[27,2,14]",-0.925392,0.0059214,0.20646,0.141794,-1.3467,-0.865331,-0.713143,1402.41,2564.38,1.00214
"log_lik[27,2,15]",-0.906497,0.00593969,0.177928,0.0707638,-1.27581,-0.858402,-0.724053,920.491,1982.84,1.00424
"log_lik[27,2,16]",-0.0169774,0.000539686,0.030799,0.0055621,-0.0785726,-0.00375427,-3.23617e-08,3431.78,2567.54,1.00084
"log_lik[27,2,17]",-1.03512,0.0131733,0.37358,0.195155,-1.83432,-0.891153,-0.696323,980.475,2779.02,1.00311
"log_lik[27,2,18]",-0.559145,0.00501294,0.198127,0.160457,-0.940944,-0.521923,-0.309694,1809.38,2575.05,1.00161
"log_lik[27,2,19]",-0.00878804,0.0002958,0.0170057,0.00262147,-0.0421005,-0.00176921,-1.81104e-08,3467.88,2584.38,1.00083
"log_lik[27,2,20]",-0.00377313,0.000145299,0.00814614,0.000886934,-0.0188209,-0.000598422,-5.03789e-09,3359.17,2620.33,1.00086
"log_lik[27,2,21]",-0.00494069,0.000173327,0.0105102,0.00131907,-0.0230644,-0.000890099,-8.22684e-09,3915.87,2733.59,1.00064
"log_lik[27,2,22]",-0.00484337,0.000175705,0.0106958,0.00124299,-0.0222616,-0.000838682,-8.8628e-09,3853.39,2733.74,1.00074
"log_lik[27,2,23]",-0.00275431,0.000103332,0.00585862,0.000706231,-0.0132256,-0.000476612,-5.01553e-09,3529.96,2694.56,1.00089
"log_lik[27,2,24]",-1.54787,0.0140903,0.503249,0.488717,-2.38289,-1.5545,-0.683529,1308.17,2344.76,1.00264
"log_lik[27,2,25]",-0.189302,0.00216689,0.1034,0.0987893,-0.380532,-0.175929,-0.0481642,2074.42,2672.95,1.00026
"log_lik[27,2,26]",-0.212176,0.00163571,0.101019,0.0983742,-0.400725,-0.19754,-0.0760507,4193.92,3294.53,0.99951
"log_lik[27,2,27]",-0.1803,0.00244562,0.10474,0.0998509,-0.375707,-0.166612,-0.0392299,1642.99,2621.24,1.00055
"log_lik[27,2,28]",-0.820695,0.00889578,0.254404,0.167813,-1.22037,-0.827306,-0.344496,914.762,2313.56,1.00336
"log_lik[27,2,29]",-0.00926885,0.000331549,0.0197821,0.00281812,-0.0404396,-0.00190211,-1.89635e-08,3676.35,2657.13,1.00082
"log_lik[27,2,30]",-0.00566113,0.000182671,0.0106602,0.00176965,-0.0269278,-0.00119434,-1.22937e-08,3559.16,2620.38,1.00094
"log_lik[27,3,1]",-0.0848298,0.00166784,0.0913176,0.0712153,-0.272545,-0.05347,-0.000152807,2792.0,2533.04,1.00114
"log_lik[27,3,2]",-0.04853,0.00104316,0.0561432,0.0380321,-0.167231,-0.027896,-6.58547e-05,2641.77,2514.53,1.00116
"log_lik[27,3,3]",-0.784026,0.00257972,0.128842,0.0642848,-1.01869,-0.74219,-0.693306,2782.86,2657.77,1.00113
"log_lik[27,3,4]",-0.0555257,0.00123869,0.0686417,0.0408341,-0.193322,-0.0297562,-7.65254e-05,2932.13,2533.04,1.00116
"log_lik[27,3,5]",-0.0311299,0.000751173,0.0407492,0.0212364,-0.115963,-0.0153209,-3.29409e-05,2739.08,2514.53,1.00115
"log_lik[27,3,6]",-1.21507,0.0092678,0.31488,0.277202,-1.68902,-1.24698,-0.615612,1276.55,2510.67,1.00235
"log_lik[27,3,7]",-0.270647,0.00345196,0.116042,0.116215,-0.465506,-0.268622,-0.0805333,1179.58,2375.32,1.00143
"log_lik[27,3,8]",-0.284529,0.00162876,0.0930752,0.0894,-0.449826,-0.274205,-0.148722,3412.21,3204.11,1.00019
"log_lik[27,3,9]",-0.290182,0.00155047,0.0928763,0.0895142,-0.456345,-0.278744,-0.156085,3821.66,3257.75,1.00011
"log_lik[27,3,10]",-0.032908,0.00107537,0.0648297,0.0103182,-0.147862,-0.00696419,-6.29485e-08,3740.47,2639.22,1.00054
"log_lik[27,3,11]",-0.0154276,0.0005204,0.0318652,0.00467675,-0.0689146,-0.00315674,-3.12732e-08,3821.45,2676.08,1.00074
"log_lik[27,3,12]",-0.00483059,0.000184487,0.010412,0.00115407,-0.0236855,-0.000778712,-6.67079e-09,3515.37,2714.05,1.00092
"log_lik[27,3,13]",-0.00365273,0.000143271,0.0079418,0.000842495,-0.0184357,-0.000568436,-5.33164e-09,3315.88,2584.74,1.00091
"log_lik[27,3,14]",-0.00414393,0.000146881,0.00893484,0.00111584,-0.0195609,-0.000752992,-7.73835e-09,3877.62,2714.24,1.00069
"log_lik[27,3,15]",-0.00441996,0.000159293,0.0097645,0.0011586,-0.0208839,-0.000781838,-8.99228e-09,3813.88,2753.83,1.00082
"log_lik[27,3,16]",-2.01839,0.0152175,0.522106,0.398441,-3.07725,-1.89603,-1.40973,1279.14,2676.92,1.00102
"log_lik[27,3,17]",-0.00735582,0.000246325,0.013991,0.00225212,-0.0350708,-0.00152003,-1.5397e-08,3263.45,2567.1,1.00093
"log_lik[27,3,18]",-0.798966,0.00770536,0.223492,0.143453,-1.1303,-0.816407,-0.349552,1014.82,2309.01,1.00322
"log_lik[27,3,19]",-0.223729,0.00260227,0.102056,0.098372,-0.402563,-0.217286,-0.0680996,1474.71,2834.65,1.00077
"log_lik[27,3,20]",-0.187026,0.00278099,0.10534,0.100989,-0.378696,-0.175349,-0.03841,1302.97,2311.35,1.00105
"log_lik[27,3,21]",-0.177855,0.00279067,0.106217,0.101025,-0.375332,-0.163451,-0.0329111,1299.61,2603.24,1.00101
"log_lik[27,3,22]",-0.173854,0.00276601,0.106274,0.102175,-0.373669,-0.158986,-0.0307784,1321.28,2969.45,1.00095
"log_lik[27,3,23]",-1.78189,0.0125984,0.504164,0.442208,-2.6364,-1.77604,-0.925558,1636.77,2499.2,1.00163
"log_lik[27,3,24]",-0.879744,0.0110827,0.277543,0.111727,-1.229,-0.950357,-0.299749,851.483,2363.37,1.00359
"log_lik[27,3,25]",-1.14012,0.0114233,0.29445,0.140135,-1.53239,-1.19751,-0.513858,813.213,2606.36,1.00396
"log_lik[27,3,26]",-0.887283,0.0043404,0.19047,0.150332,-1.25769,-0.851589,-0.633162,1596.09,2249.03,1.00193
"log_lik[27,3,27]",-0.0255157,0.000939233,0.0559546,0.00657516,-0.117056,-0.00443695,-3.46125e-08,3898.18,2675.93,1.00047
"log_lik[27,3,28]",-1.03983,0.010455,0.320461,0.271568,-1.5152,-1.09131,-0.439942,1059.32,2209.21,1.00294
"log_lik[27,3,29]",-1.25617,0.0107912,0.320844,0.244673,-1.68634,-1.32532,-0.601757,1061.25,2203.58,1.00246
"log_lik[27,3,30]",-1.12487,0.00392153,0.235476,0.203881,-1.52881,-1.11582,-0.750922,3556.79,3139.14,1.00017
"log_lik[27,4,1]",-0.0574393,0.00122445,0.0773991,0.0339879,-0.224809,-0.0229567,-1.07085e-07,3612.7,2266.59,1.001
"log_lik[27,4,2]",-0.708279,0.00034048,0.0213776,0.00841969,-0.754251,-0.698825,-0.693047,3949.57,3301.39,1.00042
"log_lik[27,4,3]",-0.0339915,0.000821644,0.0508548,0.0174234,-0.140475,-0.0117657,-5.35435e-08,3607.77,2266.59,1.00103
"log_lik[27,4,4]",-0.0876634,0.00188438,0.119353,0.0517883,-0.346109,-0.034982,-1.81168e-07,3527.06,2332.99,1.00131
"log_lik[27,4,5]",-0.990605,0.000981868,0.0590542,0.0651736,-1.08169,-0.993951,-0.888989,3536.91,2398.21,1.00234
"log_lik[27,4,6]",-0.79527,0.00284225,0.168768,0.188125,-1.06195,-0.801053,-0.510836,3447.51,2597.42,1.00188
"log_lik[27,4,7]",-0.783725,0.00305904,0.181889,0.205866,-1.06757,-0.792858,-0.473708,3468.56,2829.28,1.00208
"log_lik[27,4,8]",-0.896481,0.00234836,0.139088,0.151325,-1.10008,-0.904942,-0.657212,3455.3,3124.61,1.00127
"log_lik[27,4,9]",-0.00615441,0.000285483,0.016595,0.000431708,-0.0325146,-0.000291183,-7.10543e-15,3640.68,2106.19,1.00092
"log_lik[27,4,10]",-1.36951,0.00304567,0.187589,0.174658,-1.71121,-1.33756,-1.12975,3279.48,2508.62,1.00095
"log_lik[27,4,11]",-0.70278,0.00376122,0.219954,0.251158,-1.05835,-0.706811,-0.340154,3434.58,2829.0,1.00192
"log_lik[27,4,12]",-1.12925,0.0005838,0.0358226,0.0212457,-1.20765,-1.11586,-1.09916,3463.15,2857.75,1.00175
"log_lik[27,4,13]",-1.10297,0.000142904,0.00925591,0.00232768,-1.12093,-1.09977,-1.09585,5032.49,3505.57,0.999236
"log_lik[27,4,14]",-1.1019,0.000364354,0.0228803,0.00790967,-1.13912,-1.09946,-1.07018,4656.82,3618.13,0.999664
"log_lik[27,4,15]",-1.10148,0.000586313,0.0366794,0.0130543,-1.15813,-1.09947,-1.0461,4500.78,3595.71,0.999847
"log_lik[27,4,16]",-1.11039,0.000241783,0.01522,0.00769469,-1.14161,-1.10478,-1.09876,4402.73,3595.42,1.00188
"log_lik[27,4,17]",-0.0058981,0.000260242,0.0154047,0.000425865,-0.0315377,-0.000287242,-7.10543e-15,3654.38,2006.99,1.0009
"log_lik[27,4,18]",-0.00290363,0.000131195,0.00813017,0.000189029,-0.015432,-0.000127498,0.0,3633.69,2018.81,1.00071
"log_lik[27,4,19]",-0.00251447,0.000113431,0.00718092,0.000169159,-0.0135059,-0.000114096,0.0,3632.92,2018.81,1.00065
"log_lik[27,4,20]",-0.0024076,0.00010926,0.00693486,0.000164314,-0.0131024,-0.000110828,0.0,3633.59,2018.81,1.00063
"log_lik[27,4,21]",-0.00235859,0.000107439,0.00682474,0.000161423,-0.0124962,-0.000108878,0.0,3634.67,2018.81,1.00062
"log_lik[27,4,22]",-0.00232594,0.000106292,0.00675239,0.000159708,-0.0123107,-0.000107722,0.0,3640.33,2018.81,1.00061
"log_lik[27,4,23]",-1.58286,0.00651821,0.412266,0.322332,-2.4182,-1.46996,-1.14793,3716.49,2854.29,1.0025
"log_lik[27,4,24]",-0.00424354,0.000170243,0.0106913,0.000339614,-0.0222134,-0.000229066,-7.10543e-15,3685.26,2026.23,1.00075
"log_lik[27,4,25]",-1.52792,0.00501112,0.3227,0.285653,-2.15206,-1.45343,-1.15084,3797.33,2889.01,1.00194
"log_lik[27,4,26]",-0.00437329,0.000182676,0.0111151,0.000331659,-0.0231181,-0.000223701,-7.10543e-15,3690.4,2026.23,1.00075
"log_lik[27,4,27]",-0.00252728,0.000115613,0.00718529,0.000160991,-0.0132266,-0.000108587,0.0,3670.1,2018.81,1.00064
"log_lik[27,4,28]",-0.00227043,0.000105023,0.00663166,0.000145028,-0.0119434,-9.782e-05,0.0,3668.59,2049.07,1.00057
"log_lik[27,4,29]",-0.00220031,0.000102552,0.00648373,0.000139957,-0.0115586,-9.43998e-05,0.0,3668.89,2090.97,1.00055
"log_lik[27,4,30]",-0.00216867,0.000101466,0.00641755,0.00013849,-0.0114658,-9.34105e-05,0.0,3669.73,2110.05,1.00054
"log_lik[28,1,1]",-0.795097,0.000465385,0.0291151,0.0289359,-0.845092,-0.792296,-0.751557,4007.63,3167.04,1.00091
"log_lik[28,1,2]",-0.231411,0.00116327,0.0729675,0.070889,-0.359262,-0.222933,-0.125118,3988.16,3254.9,1.00072
"log_lik[28,1,3]",-0.120195,0.000911445,0.0554885,0.0521318,-0.223291,-0.111766,-0.0460661,3912.46,3560.15,1.00071
"log_lik[28,1,4]",-0.0868772,0.000812196,0.0490366,0.0428358,-0.179333,-0.0771938,-0.0269544,4020.14,3374.11,1.00146
"log_lik[28,1,5]",-0.0739353,0.00077735,0.04701,0.0391995,-0.164664,-0.063738,-0.01935,4188.28,3297.4,1.00133
"log_lik[28,1,6]",-0.0680594,0.00076288,0.0463527,0.0378829,-0.158125,-0.0572378,-0.0157847,4348.74,3113.46,1.00116
"log_lik[28,1,7]",-0.0650901,0.00075503,0.0461041,0.0373889,-0.154839,-0.0540014,-0.0140253,4470.32,3142.12,1.00109
"log_lik[28,1,8]",-0.832455,0.00462323,0.319338,0.325827,-1.41119,-0.790624,-0.377226,5976.99,2879.92,1.00022
"log_lik[28,1,9]",-0.21761,0.00107142,0.0738542,0.0747001,-0.347949,-0.212819,-0.106116,4826.48,3671.93,1.00053
"log_lik[28,1,10]",-0.541155,0.0020504,0.142611,0.137307,-0.79587,-0.528331,-0.33929,4976.29,3160.04,1.00039
"log_lik[28,1,11]",-0.152419,0.00137711,0.0855364,0.073876,-0.312264,-0.134725,-0.0495293,4335.68,3211.18,1.00045
"log_lik[28,1,12]",-0.0848035,0.000891776,0.0535068,0.0440081,-0.185523,-0.0725295,-0.0230583,3948.82,3237.79,1.00046
